village_name,location_code,area_ha,population,households,primary_school,middle_school,secondary_school,senior_secondary_school,chc,phc,phs,hospital_allopathic,dispensary,medicine_shop,tap_water,well_water,hand_pump,tube_well,river_canal,pond_lake,community_toilet_bath,community_toilet,mobile_coverage,internet_csc,bus_service,railway_station,auto,taxi,national_highway,state_highway,major_district_road,other_district_road,pucca_roads,kutcha_roads,footpaths,bank,atm,agricultural_credit_society,pds_shop,icds,anganwadi,asha,electricity_domestic,electricity_agricultural,electricity_commercial,electricity_all_uses,forest_ha,non_agricultural_ha,barren_uncultivable_ha,pasture_ha,culturable_waste_ha,fallow_ha,current_fallow_ha,net_area_sown_ha,irrigated_ha,unirrigated_ha
Madhakali No.1,291844,150.2,755,162,1,a,a,b,,,,,,0.0,Yes,No,Yes,Yes,No,No,No,No,Yes,b,Yes,b,a,a,a,a,Yes,Yes,a,Yes,Yes,b,b,c,Yes,b,Yes,Yes,Yes,No,No,No,0.0,16.1,6.1,0.0,1.2,1.1,1.9,117.1,0.0,117.1
Madhakali No.3,291845,83.1,674,143,1,a,b,b,,,,,,0.0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,b,Yes,b,a,a,a,b,Yes,Yes,b,Yes,Yes,b,b,c,Yes,b,Yes,Yes,Yes,No,No,No,0.0,7.8,2.5,0.0,1.0,0.6,0.6,65.1,0.0,65.1
Mautani No.1,291846,112.2,231,48,1,a,a,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,a,Yes,b,a,a,a,a,Yes,b,Yes,Yes,b,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,8.2,9.2,22.3,1.2,0.6,0.6,64.2,0.0,64.2
Naharani Sonowal,291847,112.0,632,123,1,3,1,b,,,1.0,,,0.0,No,Yes,No,Yes,No,No,No,No,Yes,b,Yes,a,b,Yes,b,Yes,Yes,Yes,b,Yes,Yes,b,b,c,Yes,b,Yes,Yes,Yes,No,No,No,0.0,14.7,5.5,0.0,1.2,0.9,0.9,80.7,0.0,80.7
Na-Pather,291848,104.2,386,78,1,a,a,b,,,,,,0.0,No,No,No,Yes,Yes,No,No,No,c,c,c,c,b,b,b,a,a,Yes,b,Yes,Yes,b,c,c,a,c,Yes,a,Yes,No,No,No,0.0,10.9,0.5,29.9,0.5,0.5,0.5,42.9,0.0,42.9
Bez Gaon,291850,68.8,329,66,1,c,b,b,,,,,,0.0,No,No,Yes,Yes,Yes,No,No,No,c,c,c,c,b,b,b,Yes,a,Yes,b,Yes,Yes,b,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,6.8,3.2,0.0,0.5,1.0,0.9,50.2,0.0,50.2
Demowkinar,291851,58.4,14,3,1,a,a,a,,,,,,0.0,No,No,Yes,No,Yes,No,No,No,c,c,c,c,c,c,c,b,a,b,b,Yes,Yes,b,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,30.4,0.5,0.0,0.5,0.0,0.0,26.0,0.0,26.0
Bezgaon No.2,291852,38.2,168,36,1,a,a,a,,,,,,0.0,No,No,Yes,No,Yes,No,No,No,c,c,c,c,b,b,b,c,a,Yes,b,Yes,Yes,a,c,c,Yes,c,Yes,a,No,No,No,No,0.0,4.5,1.2,0.0,0.5,0.5,0.5,24.0,0.0,24.0
Saragfala Gohain Gaon,291853,153.7,537,109,1,1,a,b,,,,,,1.0,Yes,Yes,Yes,Yes,Yes,No,No,No,c,c,Yes,c,c,c,b,Yes,Yes,Yes,b,Yes,Yes,a,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,18.8,0.0,0.0,0.1,0.0,1.0,130.4,0.0,130.4
Sensuwa Pukhuri Gaon,291854,120.8,331,64,1,1,1,b,,,1.0,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,c,c,c,c,c,b,Yes,a,Yes,b,Yes,Yes,b,c,b,Yes,c,Yes,a,Yes,No,No,No,0.0,14.5,0.0,0.0,0.3,0.0,0.4,101.8,0.0,101.8
Podumoni Chetia,291855,134.3,381,79,1,1,a,a,,,,,,0.0,Yes,No,Yes,Yes,No,No,No,No,c,c,Yes,c,Yes,Yes,c,c,Yes,Yes,b,Yes,Yes,b,c,b,Yes,c,Yes,a,Yes,No,No,No,0.0,12.0,9.4,0.0,1.0,2.0,0.0,98.8,0.0,98.8
Bordoloni Gaon,291856,73.7,256,52,1,a,a,a,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,a,c,a,a,c,a,a,Yes,a,Yes,Yes,b,Yes,b,Yes,c,Yes,a,Yes,No,No,No,0.0,10.4,7.4,0.0,2.1,0.0,1.0,51.5,0.0,51.5
Podumoni No.1,291857,211.3,679,141,2,1,1,a,,,,,,0.0,No,No,Yes,Yes,No,Yes,No,No,Yes,c,Yes,c,a,a,c,b,Yes,Yes,a,Yes,Yes,a,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,11.5,9.4,0.0,1.4,8.0,0.0,163.7,0.0,163.7
Podumoni No.2,291858,172.6,232,51,1,a,a,a,,,,,,0.0,No,Yes,No,Yes,No,Yes,No,No,Yes,c,a,c,a,a,c,c,a,Yes,a,Yes,Yes,b,c,b,Yes,c,Yes,a,Yes,No,No,No,0.0,10.6,12.0,0.0,1.0,0.0,3.4,138.2,0.0,138.2
Padumoni Miri Gaon,291859,63.4,45,9,1,a,a,a,,,,,,0.0,No,No,No,Yes,No,No,No,No,Yes,c,Yes,c,b,b,c,c,Yes,b,a,Yes,c,c,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,11.6,9.0,0.0,0.3,1.4,0.0,38.4,0.0,38.4
Akhoi Phutia,291860,126.3,244,50,1,a,a,a,,,,,,0.0,No,Yes,No,Yes,No,No,No,No,c,c,a,c,a,a,c,c,c,Yes,b,Yes,Yes,a,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,13.8,11.0,0.0,1.1,2.8,0.0,89.3,0.0,89.3
Kalalur Block No.2,291861,112.8,11,2,1,a,a,c,,,,,,0.0,No,No,No,Yes,No,Yes,No,No,Yes,b,c,c,c,c,c,c,a,c,b,Yes,Yes,a,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,5.0,10.1,49.7,2.2,0.0,2.0,30.0,0.0,30.0
Kalalur,291862,82.8,382,79,1,1,1,b,,,1.0,,,0.0,No,Yes,No,Yes,No,Yes,No,No,Yes,c,b,c,Yes,b,b,Yes,b,Yes,b,Yes,Yes,b,b,c,Yes,c,Yes,a,Yes,No,No,No,0.0,13.8,3.2,0.0,3.3,2.0,1.8,48.1,0.0,48.1
Kalalur Koch,291863,182.6,727,144,1,1,1,a,,,,,,0.0,Yes,No,Yes,Yes,No,No,No,No,Yes,c,c,c,c,c,c,c,a,Yes,b,Yes,Yes,b,c,c,Yes,c,a,Yes,Yes,No,No,No,0.0,40.4,12.2,0.0,2.3,0.0,3.7,108.0,0.0,108.0
Silsili Kalalur Kochari Gaon,291864,106.2,303,61,1,a,a,a,,,1.0,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,c,c,c,c,c,c,c,a,Yes,b,Yes,Yes,a,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,20.3,5.1,0.0,2.9,0.0,2.0,45.2,0.0,45.2
Silsili Demowkinar,291865,96.9,396,88,2,a,a,a,,,,,,0.0,No,Yes,No,Yes,No,No,No,No,Yes,c,Yes,c,Yes,Yes,c,c,Yes,Yes,a,Yes,Yes,a,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,9.8,10.2,0.0,1.0,0.0,2.0,70.5,0.0,70.5
Garihali Chuk,291866,74.3,123,26,1,a,a,b,,,,,,0.0,Yes,No,Yes,Yes,No,No,No,No,Yes,c,c,c,c,c,c,c,a,Yes,a,a,Yes,b,c,c,a,c,Yes,a,Yes,No,No,No,0.0,12.0,2.0,0.0,1.0,0.0,2.0,45.2,0.0,45.2
Majumelia Gaon,291867,219.5,348,68,1,a,a,a,,,,,,0.0,Yes,No,Yes,Yes,No,No,No,No,c,c,c,c,c,c,b,c,a,Yes,b,Yes,Yes,a,c,c,Yes,b,Yes,a,Yes,No,No,No,0.0,20.2,2.1,55.9,4.0,0.0,2.2,94.8,0.0,94.8
Teporchal Bamgaon,291868,148.8,651,112,1,a,b,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,Yes,c,c,c,c,Yes,Yes,Yes,b,Yes,Yes,a,c,c,a,b,Yes,Yes,Yes,No,No,No,0.0,13.5,0.0,0.0,0.1,0.0,0.7,128.0,0.0,128.0
Teporchali Chetia Block,291869,22.9,126,29,1,a,a,b,,,,,,0.0,No,No,No,Yes,Yes,No,No,No,a,b,Yes,b,b,Yes,Yes,Yes,Yes,Yes,b,Yes,Yes,a,b,c,Yes,b,Yes,a,Yes,No,No,No,0.0,2.3,0.0,0.0,0.1,0.0,0.0,20.0,0.0,20.0
Demowkinar Changmai,291870,153.4,324,61,1,1,b,b,,,,,,0.0,No,No,No,Yes,Yes,No,No,No,c,c,c,c,c,c,c,c,a,Yes,b,Yes,Yes,a,c,c,Yes,b,Yes,a,Yes,No,No,No,0.0,26.9,1.0,0.0,0.5,0.5,0.5,104.0,0.0,104.0
Demowkinar Bongali,291871,103.6,396,79,1,a,b,b,,,,,,0.0,No,Yes,Yes,Yes,Yes,No,No,No,a,c,c,c,b,c,c,a,a,Yes,b,Yes,Yes,a,c,c,Yes,b,Yes,a,Yes,No,No,No,0.0,16.7,0.6,0.0,1.0,1.0,1.0,65.8,0.0,65.8
Hunghungia No.4,291872,260.6,307,57,1,a,a,b,,,1.0,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,b,a,b,a,a,a,a,a,Yes,a,Yes,Yes,b,b,b,Yes,b,Yes,a,Yes,No,No,No,0.0,24.9,14.1,0.0,1.1,1.9,1.1,206.3,0.0,206.3
Nunghungia No.3,291873,113.0,416,89,1,a,a,b,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,b,a,a,c,a,a,a,a,Yes,b,Yes,Yes,b,b,b,Yes,Yes,Yes,a,Yes,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,113.0
Hunghungia No.1,291874,127.2,290,61,1,a,a,a,,,1.0,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,a,b,b,a,a,a,a,Yes,a,Yes,Yes,b,c,b,Yes,b,Yes,a,Yes,No,No,No,0.0,11.2,5.7,0.0,2.3,1.8,1.5,97.5,0.0,97.5
Lukumai No.1 (Lukumoni No.1),291875,62.4,85,18,1,a,a,b,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,c,b,a,b,a,a,a,a,a,a,a,Yes,Yes,c,b,c,Yes,a,Yes,a,Yes,No,No,No,0.0,6.7,2.6,0.0,1.6,1.0,1.0,41.8,0.0,41.8
Hunghungia No.2,291876,31.2,131,25,1,a,a,b,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,b,a,b,a,a,a,a,a,Yes,a,Yes,Yes,b,b,c,Yes,a,Yes,a,Yes,No,No,No,0.0,4.7,2.7,0.0,0.5,0.7,0.5,16.9,0.0,16.9
Lukumai No.2,291877,51.0,189,39,a,a,a,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,b,a,b,a,a,a,b,a,Yes,b,Yes,Yes,b,b,b,a,b,a,a,Yes,No,No,No,0.0,5.1,1.2,0.0,1.2,1.2,0.7,37.0,0.0,37.0
Gozpuria Nepali,291878,141.4,539,117,1,a,a,b,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,b,Yes,b,a,Yes,a,a,Yes,Yes,b,Yes,Yes,a,b,c,a,b,Yes,Yes,Yes,No,No,No,0.0,12.3,5.9,13.6,1.2,1.1,1.0,98.0,0.0,98.0
Gozpuria No.2 (Gozpuria Block),291879,69.5,126,22,1,a,a,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,b,a,a,a,Yes,a,a,a,Yes,a,Yes,Yes,a,b,c,a,b,Yes,a,Yes,No,No,No,0.0,9.5,3.9,0.0,1.2,0.4,0.4,47.3,0.0,47.3
Gozpuria Bongali,291880,102.0,408,77,1,a,a,b,,,,,,0.0,No,Yes,Yes,No,No,No,No,No,Yes,b,Yes,b,a,Yes,a,a,Yes,Yes,b,Yes,Yes,b,b,c,Yes,b,Yes,a,Yes,No,No,No,0.0,9.2,8.5,0.0,1.3,1.0,0.9,74.3,0.0,74.3
Teloibari Nepali,291881,109.6,1799,402,2,3,b,b,1.0,1.0,1.0,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,Yes,b,Yes,Yes,a,b,Yes,Yes,Yes,Yes,Yes,b,b,c,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,18.1,0.0,28.4,1.4,0.0,1.0,53.3,0.0,53.3
Teloibari Bengali,291882,163.2,1147,244,1,2,b,b,,,,,,1.0,Yes,Yes,No,Yes,No,No,No,No,Yes,a,Yes,b,Yes,b,Yes,b,Yes,Yes,b,Yes,Yes,a,b,c,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,17.0,0.0,18.2,1.4,0.0,0.5,118.6,0.0,118.6
Kashi Pather,291883,79.2,101,24,1,a,a,a,,,,,,0.0,No,No,No,Yes,No,No,No,No,Yes,b,a,b,b,a,a,a,a,Yes,a,Yes,Yes,a,b,c,a,a,Yes,a,Yes,No,No,No,0.0,13.8,2.0,0.0,2.8,1.3,0.0,41.8,0.0,41.8
Ghuraghas No.3,291884,90.7,318,70,1,a,b,a,,,,,,0.0,No,No,No,Yes,No,No,No,No,c,c,c,c,c,c,b,b,b,Yes,b,Yes,Yes,b,c,c,Yes,Yes,Yes,a,Yes,No,No,No,0.0,21.7,2.3,0.0,5.4,2.8,0.0,44.2,0.0,44.2
Ghuraghas No.2,291885,54.2,217,48,1,a,b,a,,,1.0,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,b,b,b,b,a,b,b,Yes,b,Yes,Yes,a,b,c,Yes,Yes,Yes,a,Yes,No,No,No,0.0,14.8,2.0,0.0,3.4,1.7,0.0,24.7,0.0,24.7
Domordalang No.3,291886,9.8,167,36,a,a,b,b,,,,,,0.0,No,Yes,Yes,No,No,No,No,No,Yes,b,a,b,a,a,b,b,b,Yes,b,Yes,Yes,b,b,b,Yes,a,b,a,Yes,No,No,No,0.0,3.4,0.0,0.0,2.0,0.0,0.0,4.4,0.0,4.4
Teloikinar Bongali,291888,98.1,440,90,1,a,a,a,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,c,b,b,b,b,c,b,b,Yes,a,Yes,Yes,a,c,c,Yes,Yes,Yes,a,Yes,No,No,No,0.0,6.8,2.0,0.0,0.0,1.8,0.0,83.0,0.0,83.0
Bamunbari 50/162 Or Grant,291889,218.5,3624,733,3,1,1,a,,1.0,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,b,Yes,b,Yes,Yes,b,b,Yes,Yes,Yes,Yes,Yes,b,b,c,a,Yes,a,Yes,Yes,No,No,No,0.0,13.5,3.7,0.0,1.0,2.1,1.7,94.0,0.0,94.0
Koilagarah Gaon,291890,91.2,296,60,2,a,a,b,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,a,b,b,b,b,b,c,b,b,Yes,b,Yes,Yes,b,c,c,a,Yes,Yes,a,Yes,No,No,No,0.0,4.5,7.6,0.0,0.8,4.5,2.4,61.0,0.0,61.0
Koilagarah Habi,291891,140.8,627,115,1,b,a,c,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,c,c,c,b,c,c,c,b,b,Yes,b,Yes,Yes,b,c,c,a,Yes,Yes,Yes,Yes,No,No,No,0.0,8.2,10.6,0.0,0.8,5.1,3.4,92.1,0.0,92.1
Bamunbari 264 Nlr Grant,291892,95.0,522,111,1,a,a,a,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,b,Yes,b,a,a,b,b,Yes,Yes,b,Yes,Yes,b,b,c,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,6.7,3.2,0.0,0.1,1.1,2.0,8.7,0.0,8.7
Bamunbari No.1 Nlr Grant,291893,54.3,240,54,1,a,a,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,b,b,b,b,Yes,b,a,a,Yes,b,Yes,Yes,a,b,c,a,Yes,Yes,a,Yes,No,No,No,0.0,1.9,9.8,0.0,0.5,0.8,1.5,36.4,0.0,36.4
Teloijan Darkhasta No.26,291894,352.0,432,90,1,a,a,a,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,b,a,b,b,b,b,b,b,Yes,b,Yes,Yes,a,b,c,Yes,Yes,a,a,Yes,No,No,No,0.0,13.5,3.1,0.0,0.1,2.2,0.0,33.5,0.0,33.5
Domordalang,291895,125.6,550,115,1,1,1,b,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,b,c,b,b,b,a,a,Yes,b,Yes,Yes,b,b,c,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,12.7,11.0,22.9,0.0,3.1,2.2,50.5,0.0,50.5
Samuguri,291896,64.5,237,48,1,a,a,b,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,c,b,b,b,b,b,a,a,Yes,a,Yes,Yes,b,b,c,Yes,a,Yes,a,Yes,No,No,No,0.0,2.9,3.1,0.0,0.0,2.0,1.1,32.2,0.0,32.2
Phatikasua Ikrani,291897,133.2,587,120,1,a,b,b,,,1.0,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,b,b,b,b,a,a,a,Yes,a,Yes,Yes,a,b,c,Yes,a,a,Yes,Yes,No,No,No,0.0,14.5,7.1,0.0,0.1,1.7,0.0,40.2,0.0,40.2
Phatikasua Borbam,291898,169.2,733,151,1,a,b,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,b,b,b,b,b,a,a,a,Yes,a,Yes,Yes,a,b,c,a,a,Yes,Yes,Yes,No,No,No,0.0,54.8,2.0,0.0,7.8,2.0,0.0,74.6,0.0,74.6
Tiliki Amguri,291899,54.2,156,40,1,a,a,a,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,a,Yes,a,a,a,Yes,a,Yes,Yes,b,Yes,Yes,a,a,c,Yes,a,Yes,a,Yes,No,No,No,0.0,7.0,0.0,4.6,1.3,0.0,0.5,39.4,0.0,39.4
Teloibari Block Gaon,291900,49.8,285,65,1,a,b,c,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,c,c,Yes,c,c,c,b,b,a,Yes,b,Yes,Yes,a,c,c,Yes,b,Yes,a,Yes,No,No,No,0.0,5.2,2.8,0.0,0.2,0.8,1.0,35.5,0.0,35.5
Chakalia Gaon,291901,72.3,912,199,2,2,a,a,,,,,,1.0,Yes,No,Yes,Yes,No,No,No,No,Yes,a,Yes,a,a,a,Yes,b,Yes,Yes,b,Yes,Yes,b,a,c,Yes,a,Yes,Yes,Yes,No,No,No,0.0,7.5,0.0,6.6,1.3,0.0,0.5,54.4,0.0,54.4
Dikhari Moran No.1,291902,157.5,188,36,1,a,a,a,,,,,,0.0,No,No,Yes,No,No,No,No,No,Yes,a,Yes,a,a,a,a,Yes,Yes,Yes,a,Yes,Yes,b,a,c,a,a,Yes,a,Yes,No,No,No,0.0,16.2,5.0,0.0,0.1,0.0,0.8,105.2,0.0,105.2
Khowang Chah Co. 108 No Fs Grant,291903,386.6,2261,514,3,a,a,1,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,a,Yes,a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,b,b,c,Yes,a,Yes,Yes,Yes,No,No,No,0.0,9.2,2.0,0.0,205.2,0.0,0.0,170.0,0.0,170.0
Dikhari Nepali,291904,84.3,516,116,1,1,1,a,,,,,,0.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,b,Yes,b,Yes,Yes,a,Yes,Yes,Yes,b,Yes,Yes,a,b,c,Yes,a,Yes,Yes,Yes,No,No,No,0.0,12.2,4.1,0.0,0.0,0.0,0.0,28.0,0.0,28.0
Roshipather No.3,291905,59.6,177,40,1,a,a,a,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,b,Yes,b,b,Yes,b,b,Yes,Yes,b,Yes,Yes,a,b,c,Yes,Yes,Yes,a,Yes,No,No,No,0.0,7.2,2.0,0.0,0.0,0.0,0.0,31.2,0.0,31.2
Roshipather No.1,291906,97.5,210,46,1,a,a,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,Yes,c,b,b,b,a,Yes,Yes,b,Yes,Yes,a,b,c,Yes,a,Yes,a,Yes,No,No,No,0.0,9.7,0.0,0.0,0.1,0.0,0.3,85.2,0.0,85.2
Dighalia Block,291907,16.6,276,59,1,a,b,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,b,b,b,b,b,b,a,b,Yes,b,Yes,Yes,a,b,c,Yes,b,Yes,a,Yes,No,No,No,0.0,3.0,2.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5
Roshipather Nepali,291908,146.0,698,156,1,1,a,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,b,Yes,b,b,b,b,b,Yes,Yes,b,Yes,Yes,b,b,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,30.0,5.0,6.6,0.0,0.0,0.0,43.6,0.0,43.6
Pathalibam Chah Bagicha 301 No,291909,47.6,566,116,1,1,1,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,Yes,c,c,c,b,Yes,Yes,Yes,b,Yes,Yes,b,b,c,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,4.8,0.0,0.0,0.4,0.0,0.9,2.9,0.0,2.9
Moran Chah Company Wnl - 5,291910,155.4,103,24,1,a,a,c,,,,,,0.0,No,Yes,No,Yes,No,No,No,No,Yes,c,c,c,c,c,b,b,b,Yes,b,Yes,Yes,b,c,c,a,c,Yes,a,Yes,No,No,No,0.0,7.6,0.0,0.0,0.1,0.0,2.0,1.4,0.0,1.4
Borbil Gaon,291911,160.8,791,162,1,a,a,c,,,,,,0.0,No,Yes,Yes,No,No,No,No,No,Yes,c,b,c,Yes,Yes,b,c,b,Yes,b,Yes,Yes,b,c,c,a,c,Yes,Yes,Yes,No,No,No,0.0,9.5,3.0,4.1,0.3,0.0,1.3,135.3,0.0,135.3
Gozpuria Gaon,291912,239.6,1026,217,2,2,a,b,,,1.0,,,1.0,No,Yes,Yes,Yes,No,No,No,No,Yes,b,Yes,b,Yes,Yes,a,a,Yes,Yes,b,Yes,Yes,b,b,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,24.9,7.9,0.0,2.0,1.9,1.1,185.7,0.0,185.7
Lukumai Bil,291913,69.2,490,100,1,1,a,c,,,,,,0.0,No,Yes,Yes,Yes,No,Yes,No,No,c,c,b,c,b,b,b,a,b,Yes,b,Yes,Yes,b,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,10.9,0.5,0.0,1.0,1.2,0.5,35.0,0.0,35.0
Panitula Pukhuri,291914,45.4,87,15,1,a,a,c,,,,,,0.0,Yes,No,No,Yes,No,No,No,No,Yes,c,c,c,c,c,c,Yes,b,c,b,Yes,Yes,a,c,c,Yes,c,Yes,b,Yes,No,No,No,0.0,4.0,2.6,0.0,0.1,0.0,0.3,36.5,0.0,36.5
Panitula Gaon,291915,191.2,602,133,1,1,b,b,,,1.0,,,1.0,Yes,Yes,No,Yes,No,No,No,No,Yes,c,Yes,c,c,c,c,Yes,Yes,Yes,b,Yes,Yes,b,c,c,Yes,b,Yes,Yes,Yes,No,No,No,0.0,54.9,0.0,39.3,0.1,0.0,2.9,88.6,0.0,88.6
Sologuri Bongali,291916,96.5,519,106,1,a,a,b,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,c,Yes,c,c,c,b,a,Yes,Yes,b,Yes,Yes,b,c,c,Yes,b,Yes,Yes,Yes,No,No,No,0.0,9.2,0.0,0.0,0.1,0.0,0.5,85.0,0.0,85.0
Sologuri No.1,291917,311.3,727,140,1,2,1,b,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,c,c,c,c,c,b,b,b,Yes,b,Yes,Yes,b,c,c,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,40.0,12.0,0.0,6.0,3.3,0.0,160.0,0.0,160.0
Sologuri No.2,291918,210.0,218,45,1,a,b,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,c,c,a,a,b,a,c,c,c,Yes,b,Yes,Yes,b,c,c,a,c,Yes,a,Yes,No,No,No,0.0,20.0,18.2,0.0,0.3,0.0,4.2,165.2,0.0,165.2
Garihali Chetia,291919,96.2,311,61,1,a,a,b,,,,,,0.0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,b,b,c,b,b,c,c,a,Yes,a,Yes,Yes,b,b,c,Yes,c,Yes,a,Yes,No,No,No,0.0,10.2,2.0,0.0,2.2,0.0,1.8,49.8,0.0,49.8
Telia Pather,291920,28.1,259,55,1,1,a,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,c,b,b,b,b,b,b,c,a,Yes,a,Yes,Yes,b,b,c,a,c,Yes,a,No,No,No,No,0.0,7.0,2.0,0.0,1.5,0.0,0.5,9.0,0.0,9.0
Kalalur Namdang No.2,291921,109.3,165,31,a,a,a,b,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,c,b,c,b,b,b,a,b,Yes,b,Yes,Yes,b,b,c,Yes,c,a,a,Yes,No,No,No,0.0,25.8,3.0,0.0,2.5,1.8,2.2,61.3,0.0,61.3
Kalalur Namdang No.1,291922,115.0,376,77,1,a,a,c,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,b,c,b,b,b,Yes,b,Yes,b,Yes,Yes,b,b,c,Yes,c,a,a,Yes,No,No,No,0.0,28.6,3.6,0.0,2.2,1.4,2.6,68.9,0.0,68.9
Singrijan No.1,291923,77.5,316,60,1,a,a,b,,,,,,0.0,No,No,Yes,No,No,No,No,No,Yes,b,b,c,Yes,a,b,a,a,Yes,b,Yes,Yes,b,b,c,a,c,Yes,a,Yes,No,No,No,0.0,23.0,2.8,0.0,2.8,1.5,1.2,35.6,35.6,0.0
Bezapather No.2,291924,105.4,455,92,1,1,a,a,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,c,c,c,c,Yes,b,b,Yes,a,Yes,b,Yes,Yes,b,b,c,a,c,Yes,Yes,Yes,No,No,No,0.0,25.6,3.8,0.0,4.0,1.8,1.5,53.1,0.0,53.1
Bezapather No.1,291925,169.4,872,171,1,1,a,b,,,,,,0.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,b,a,c,Yes,Yes,b,Yes,b,Yes,b,Yes,Yes,b,b,c,b,c,Yes,Yes,Yes,No,No,No,0.0,15.6,0.0,0.0,1.3,0.0,1.0,144.0,0.0,144.0
Dikhari 119 No Fs 144/107 Nlr,291926,295.1,2596,538,1,b,b,c,,,,,,1.0,No,Yes,Yes,No,No,No,No,No,Yes,b,Yes,b,b,b,b,b,Yes,Yes,Yes,Yes,Yes,b,b,c,b,c,Yes,Yes,Yes,No,No,No,0.0,7.0,1.6,0.0,2.8,1.8,1.0,10.8,0.0,10.8
Dihajan Gaon,291927,96.0,424,89,1,a,b,c,,,,,,0.0,Yes,No,No,Yes,No,No,No,No,c,c,a,b,a,a,a,b,b,Yes,b,Yes,Yes,c,b,c,c,c,Yes,a,Yes,No,No,No,0.0,25.7,2.6,0.0,2.5,3.3,1.8,53.2,0.0,53.2
